club_code,club_name,season,division,league_position,puntos,partidos_jugados,goles_favor,goles_contra,valor_plantel,mean_plantel,nationality
333,CA Lanús,2020,Primera categoría,7.0,36.0,23.0,32.0,29.0,49930000.0,979000.0,Argentina
333,CA Lanús,2021,Primera categoría,10.0,37.0,25.0,44.0,43.0,43000000.0,1100000.0,Argentina
333,CA Lanús,2022,Primera categoría,27.0,21.0,27.0,22.0,40.0,39130000.0,851000.0,Argentina
333,CA Lanús,2023,Primera categoría,4.0,45.0,27.0,38.0,27.0,45250000.0,984000.0,Argentina
333,Lanús,2024,Primera categoría,14.0,36.0,27.0,28.0,31.0,32380000.000000004,1160000.0,Argentina
38545,CA Agropecuario,2020,,,,,,,4450000.0,139000.0,Argentina
38545,CA Agropecuario,2021,Segunda categoría,28.0,0.0,0.0,0.0,0.0,6330000.0,158000.0,Argentina
38545,CA Agropecuario,2022,Segunda categoría,30.0,38.0,36.0,25.0,30.0,3950000.0,113000.0,Argentina
38545,CA Agropecuario,2023,Segunda categoría,2.0,59.0,36.0,46.0,36.0,5310000.0,189000.0,Argentina
3938,CA Talleres,2020,Primera categoría,12.0,34.0,23.0,34.0,30.0,59250000.0,1000000.0,Argentina
3938,CA Talleres,2021,Primera categoría,3.0,46.0,25.0,38.0,28.0,37680000.0,856000.0,Argentina
3938,CA Talleres,2022,Primera categoría,13.0,35.0,27.0,28.0,26.0,30180000.0,580000.0,Argentina
3938,CA Talleres,2023,Primera categoría,2.0,50.0,27.0,42.0,23.0,42180000.0,796000.0,Argentina
3938,Talleres,2024,Primera categoría,2.0,48.0,27.0,34.0,27.0,49750000.0,1720000.0,Argentina
4557,Club Ferro Carril Oeste,2020,,,,,,,6650000.0,166000.0,Argentina
4557,Club Ferro Carril Oeste,2021,Segunda categoría,13.0,0.0,0.0,0.0,0.0,14650000.0,282000.0,Argentina
4557,Club Ferro Carril Oeste,2022,Segunda categoría,16.0,47.0,36.0,32.0,34.0,11600000.0,264000.0,Argentina
4557,Club Ferro Carril Oeste,2023,Segunda categoría,8.0,49.0,34.0,45.0,37.0,6220000.0,207000.0,Argentina
4673,Arsenal FC,2020,Primera categoría,11.0,34.0,23.0,37.0,32.0,14530000.0,316000.0,Argentina
4673,Arsenal FC,2021,Primera categoría,26.0,21.0,25.0,12.0,34.0,8950000.0,186000.0,Argentina
4673,Arsenal FC,2022,Primera categoría,23.0,30.0,27.0,28.0,29.0,10300000.0,286000.0,Argentina
4673,Arsenal FC,2023,Primera categoría,28.0,22.0,27.0,18.0,34.0,9080000.0,189000.0,Argentina
54494,CA Central Córdoba (SdE) II,2023,,,,,,,,,Argentina
55574,CA Talleres II,2023,,,,,,,,,Argentina
58188,CA Güemes,2020,,,,,,,1650000.0,55000.0,Argentina
58188,CA Güemes,2021,Segunda categoría,29.0,0.0,0.0,0.0,0.0,3100000.0,86000.0,Argentina
58188,CA Güemes,2022,Segunda categoría,27.0,39.0,36.0,28.0,35.0,4650000.0,141000.0,Argentina
58188,CA Güemes,2023,Segunda categoría,9.0,53.0,36.0,37.0,34.0,1700000.0,58000.0,Argentina
6062,CA Defensores de Belgrano,2020,,,,,,,3630000.0,84000.0,Argentina
6062,CA Defensores de Belgrano,2021,Segunda categoría,14.0,0.0,0.0,0.0,0.0,4100000.0,91000.0,Argentina
6062,CA Defensores de Belgrano,2022,Segunda categoría,12.0,54.0,36.0,37.0,30.0,3380000.0,105000.0,Argentina
6062,CA Defensores de Belgrano,2023,Segunda categoría,5.0,53.0,36.0,44.0,35.0,2660000.0,74000.0,Argentina
61444,CA Belgrano II,2023,,,,,,,,,Argentina
61809,Club Defensores de Pronunciamiento,2020,,,,,,,,,Argentina
61810,CD Riestra II,2023,,,,,,,,,Argentina
7097,CA Unión (Santa Fe),2020,Primera categoría,16.0,27.0,23.0,21.0,30.0,22580000.0,426000.0,Argentina
7097,CA Unión (Santa Fe),2021,Primera categoría,12.0,34.0,25.0,32.0,32.0,16480000.0,485000.0,Argentina
7097,CA Unión (Santa Fe),2022,Primera categoría,22.0,32.0,27.0,28.0,36.0,10680000.0,267000.0,Argentina
7097,CA Unión (Santa Fe),2023,Primera categoría,20.0,30.0,27.0,19.0,25.0,13630000.0,317000.0,Argentina
7097,Unión,2024,Primera categoría,9.0,40.0,27.0,27.0,26.0,22200000.0,854000.0,Argentina
7468,Club Olimpo,2023,Tercera categoría,1.0,70.0,32.0,58.0,20.0,1150000.0,33000.0,Argentina
77899,CS Independiente Rivadavia II,2023,,,,,,,,,Argentina
8057,CA Atlanta,2020,,,,,,,6200000.0,144000.0,Argentina
8057,CA Atlanta,2021,Segunda categoría,15.0,0.0,0.0,0.0,0.0,4500000.0,82000.0,Argentina
8057,CA Atlanta,2022,Segunda categoría,18.0,46.0,36.0,33.0,32.0,4130000.0,125000.0,Argentina
830,CA Banfield,2020,Primera categoría,17.0,26.0,23.0,19.0,23.0,47050000.0,663000.0,Argentina
830,CA Banfield,2021,Primera categoría,20.0,27.0,25.0,20.0,25.0,25330000.0,517000.0,Argentina
830,CA Banfield,2022,Primera categoría,24.0,30.0,27.0,23.0,29.0,21650000.0,481000.0,Argentina
830,CA Banfield,2023,Primera categoría,21.0,30.0,27.0,21.0,32.0,30050000.0,639000.0,Argentina
830,Banfield,2024,Primera categoría,27.0,24.0,27.0,22.0,36.0,22150000.0,651000.0,Argentina
90392,Club Atlético Tucumán II,2023,,,,,,,,,Argentina
928,CA Platense,2020,,,,,,,5150000.0,143000.0,Argentina
928,CA Platense,2021,Primera categoría,18.0,31.0,25.0,36.0,36.0,11200000.0,229000.0,Argentina
928,CA Platense,2022,Primera categoría,19.0,32.0,27.0,23.0,25.0,13080000.0,267000.0,Argentina
928,CA Platense,2023,Primera categoría,17.0,34.0,27.0,26.0,29.0,15260000.0,347000.0,Argentina
928,Platense,2024,Primera categoría,10.0,39.0,27.0,20.0,18.0,25630000.0,732000.0,Argentina
9638,CB Ramón Santamarina,2020,,,,,,,3480000.0,105000.0,Argentina
9638,CB Ramón Santamarina,2021,Segunda categoría,3.0,3.0,1.0,1.0,0.0,3700000.0,82000.0,Argentina
9638,CB Ramón Santamarina,2022,Segunda categoría,36.0,29.0,36.0,29.0,58.0,2530000.0,63000.0,Argentina
118373,Auckland FC,2023,,,,,,,,,Australia
25580,Melbourne City FC,2022,Primera categoría,1.0,55.0,26.0,61.0,32.0,18300000.0,407000.0,Australia
409,Red Bull Salzburgo,2020,Primera categoría,1.0,51.0,32.0,94.0,33.0,188700000.0,5390000.0,Austria
57890,FK Sabail,2021,Primera categoría,8.0,15.0,28.0,17.0,57.0,3750000.0,104000.0,Azerbaiyán
8031,Neftchi PFK,2022,Primera categoría,3.0,68.0,36.0,63.0,38.0,11280000.0,275000.0,Azerbaiyán
17422,Club Deportivo Guabirá,2021,Primera categoría,8.0,44.0,30.0,47.0,47.0,1330000.0,37000.0,Bolivia
30854,Club Independiente Petrolero,2020,,,,,,,,,Bolivia
42208,Club Always Ready,2020,Primera categoría,1.0,51.0,26.0,59.0,29.0,4050000.0,127000.0,Bolivia
4862,Club Jorge Wilstermann ,2021,Primera categoría,7.0,49.0,30.0,64.0,48.0,5580000.0,151000.0,Bolivia
5570,The Strongest La Paz,2021,Primera categoría,3.0,63.0,30.0,57.0,24.0,4930000.0,93000.0,Bolivia
6878,Bolívar La Paz,2020,Primera categoría,3.0,46.0,25.0,56.0,28.0,14700000.0,313000.0,Bolivia
6878,Bolívar La Paz,2021,Primera categoría,4.0,56.0,30.0,63.0,29.0,13800000.0,418000.0,Bolivia
6878,Bolívar La Paz,2022,Primera categoría,3.0,50.0,24.0,52.0,25.0,7050000.0,153000.0,Bolivia
6878,Bolívar La Paz,2023,Primera categoría,3.0,44.0,26.0,61.0,31.0,13900000.0,376000.0,Bolivia
6985,Club Deportivo Oriente Petrolero,2022,Primera categoría,5.0,38.0,24.0,36.0,26.0,2650000.0,65000.0,Bolivia
8056,Blooming Santa Cruz,2020,Primera categoría,8.0,38.0,26.0,38.0,43.0,2250000.0,66000.0,Bolivia
6808,HSK Zrinjski Mostar,2022,Primera categoría,1.0,78.0,33.0,66.0,21.0,11030000.0,251000.0,Bosnia y Herzegovina
10010,Esporte Clube Bahia,2020,Primera categoría,14.0,44.0,38.0,48.0,59.0,39680000.0,583000.0,Brasil
10010,Esporte Clube Bahia,2021,Primera categoría,18.0,43.0,38.0,42.0,51.0,30350000.0,410000.0,Brasil
1023,SE Palmeiras,2021,Primera categoría,3.0,66.0,38.0,58.0,43.0,93250000.0,1610000.0,Brasil
1023,SE Palmeiras,2022,Primera categoría,1.0,81.0,38.0,66.0,27.0,111600000.0,2660000.0,Brasil
1023,SE Palmeiras,2023,Primera categoría,1.0,70.0,38.0,64.0,33.0,120500000.0,2870000.0,Brasil
10492,Esporte Clube Juventude,2020,Segunda categoría,3.0,61.0,38.0,52.0,42.0,15700000.0,238000.0,Brasil
10870,Fortaleza Esporte Clube,2021,Primera categoría,4.0,58.0,38.0,44.0,45.0,31200000.0,678000.0,Brasil
10870,Fortaleza Esporte Clube,2022,Primera categoría,8.0,55.0,38.0,46.0,39.0,32650000.0,759000.0,Brasil
10870,Fortaleza Esporte Clube,2023,Primera categoría,10.0,54.0,38.0,45.0,44.0,45330000.0,1030000.0,Brasil
15038,Athletico Paranaense U20,2023,,,,,,,50000.0,1000.0,Brasil
199,SC Corinthians,2020,Primera categoría,12.0,51.0,38.0,45.0,45.0,113450000.0,1990000.0,Brasil
199,SC Corinthians,2021,Primera categoría,5.0,57.0,38.0,40.0,36.0,132350000.0,2650000.0,Brasil
199,SC Corinthians,2022,Primera categoría,4.0,65.0,38.0,44.0,36.0,131900000.0,2540000.0,Brasil
2029,Ceará Sporting Club,2022,Primera categoría,17.0,37.0,38.0,34.0,41.0,27650000.0,532000.0,Brasil
2035,Avaí FC,2021,Segunda categoría,4.0,64.0,38.0,44.0,35.0,18280000.0,366000.0,Brasil
2035,Avaí FC,2022,Primera categoría,19.0,35.0,38.0,34.0,60.0,32300000.0,505000.0,Brasil
210,Grêmio Foot-Ball Porto Alegrense,2021,Primera categoría,17.0,43.0,38.0,44.0,51.0,120280000.0,2040000.0,Brasil
210,Grêmio Foot-Ball Porto Alegrense,2022,Segunda categoría,2.0,65.0,38.0,50.0,26.0,49780000.0,830000.0,Brasil
210,Newell's OB,2024,Primera categoría,14.0,45.0,38.0,44.0,50.0,87950000.0,2440000.0,Brasil
221,Santos FC,2021,Primera categoría,10.0,50.0,38.0,35.0,40.0,53700000.0,852000.0,Brasil
221,Santos FC,2023,Primera categoría,17.0,43.0,38.0,39.0,64.0,94200000.0,1680000.0,Brasil
2462,Fluminense Football Club,2021,Primera categoría,7.0,54.0,38.0,38.0,38.0,39130000.0,621000.0,Brasil
28022,Cuiabá Esporte Clube (MT),2023,Primera categoría,12.0,51.0,38.0,40.0,39.0,21380000.0,465000.0,Brasil
2863,América Futebol Clube (MG),2020,Segunda categoría,2.0,73.0,38.0,43.0,23.0,11050000.0,235000.0,Brasil
2863,América Futebol Clube (MG),2021,Primera categoría,8.0,53.0,38.0,41.0,37.0,16950000.0,297000.0,Brasil
2863,América Futebol Clube (MG),2022,Primera categoría,10.0,53.0,38.0,40.0,40.0,24580000.0,439000.0,Brasil
2863,América Futebol Clube (MG),2023,Primera categoría,20.0,24.0,38.0,42.0,81.0,34180000.0,633000.0,Brasil
330,Clube Atlético Mineiro,2021,Primera categoría,1.0,84.0,38.0,67.0,34.0,106450000.0,2220000.0,Brasil
585,São Paulo FC,2021,Primera categoría,13.0,48.0,38.0,31.0,39.0,71900000.0,1410000.0,Brasil
585,São Paulo FC,2022,Primera categoría,9.0,54.0,38.0,55.0,42.0,67880000.0,1410000.0,Brasil
585,São Paulo FC,2023,Primera categoría,11.0,53.0,38.0,40.0,38.0,112180000.0,2240000.0,Brasil
609,Cruzeiro Esporte Clube,2022,Segunda categoría,1.0,78.0,38.0,57.0,26.0,30100000.0,470000.0,Brasil
614,CR Flamengo,2022,Primera categoría,5.0,62.0,38.0,60.0,39.0,181950000.0,2980000.0,Brasil
6600,Sport Club Internacional,2020,Primera categoría,2.0,70.0,38.0,61.0,35.0,68250000.0,1310000.0,Brasil
6600,Sport Club Internacional,2021,Primera categoría,12.0,48.0,38.0,44.0,42.0,71850000.0,1260000.0,Brasil
6600,Sport Club Internacional,2022,Primera categoría,2.0,73.0,38.0,58.0,31.0,104430000.0,2050000.0,Brasil
6600,Sport Club Internacional,2023,Primera categoría,9.0,55.0,38.0,46.0,45.0,77150000.0,1880000.0,Brasil
679,Club Athletico Paranaense,2020,Primera categoría,9.0,53.0,38.0,38.0,36.0,30850000.0,441000.0,Brasil
679,Club Athletico Paranaense,2022,Primera categoría,6.0,58.0,38.0,48.0,48.0,70930000.0,1060000.0,Brasil
776,Coritiba Foot Ball Club,2022,Primera categoría,15.0,42.0,38.0,39.0,60.0,25630000.0,475000.0,Brasil
8793,Red Bull Bragantino,2020,Primera categoría,10.0,53.0,38.0,50.0,40.0,15480000.0,368000.0,Brasil
9030,Botafogo FC,2022,,,,,,,1730000.0,42000.0,Brasil
978,Clube de Regatas Vasco da Gama,2021,Segunda categoría,10.0,49.0,38.0,43.0,52.0,33700000.0,648000.0,Brasil
978,Clube de Regatas Vasco da Gama,2022,Segunda categoría,4.0,62.0,38.0,48.0,36.0,31130000.0,587000.0,Brasil
978,Clube de Regatas Vasco da Gama,2023,Primera categoría,15.0,45.0,38.0,41.0,51.0,72850000.0,1040000.0,Brasil
31614,Ludogorets Razgrad,2020,,,,,,,40000000.0,833000.0,Bulgaria
6764,Beroe Stara Zagora,2022,Primera categoría,12.0,27.0,30.0,26.0,47.0,7410000.0,181000.0,Bulgaria
712,Etar Veliko Tarnovo,2020,Primera categoría,13.0,22.0,26.0,20.0,45.0,3620000.0,95000.0,Bulgaria
1096,Royal Amberes FC,2021,Primera categoría,4.0,63.0,34.0,55.0,38.0,61900000.0,1590000.0,Bélgica
1096,Royal Amberes FC,2023,Primera categoría,3.0,52.0,30.0,55.0,27.0,143800000.0,3890000.0,Bélgica
1184,KRC Genk,2021,Primera categoría,8.0,51.0,34.0,66.0,47.0,120100000.0,3750000.0,Bélgica
1184,KRC Genk,2023,Primera categoría,6.0,47.0,30.0,51.0,31.0,180500000.0,4880000.0,Bélgica
2282,Club Brujas KV,2023,Primera categoría,4.0,51.0,30.0,62.0,29.0,161550000.0,4900000.0,Bélgica
3901,RAAL La Louvière ,2023,Tercera categoría,1.0,83.0,34.0,76.0,19.0,400000.0,12000.0,Bélgica
3948,Union Saint-Gilloise,2022,Primera categoría,2.0,75.0,34.0,70.0,41.0,71350000.0,2230000.0,Bélgica
58,RSC Anderlecht,2022,Primera categoría,11.0,46.0,34.0,49.0,46.0,121250000.0,3190000.0,Bélgica
10775,Al-Shamal SC,2020,,,,,,,2430000.0,59000.0,Catar
26091,Al-Duhail SC,2022,Primera categoría,1.0,51.0,22.0,50.0,26.0,26350000.0,613000.0,Catar
1037,Universidad de Chile,2020,Primera categoría,6.0,36.0,25.0,37.0,28.0,10430000.0,326000.0,Chile
1037,Universidad de Chile,2021,Primera categoría,11.0,39.0,32.0,34.0,37.0,13300000.0,333000.0,Chile
1037,Universidad de Chile,2022,Primera categoría,13.0,30.0,30.0,35.0,50.0,15050000.0,407000.0,Chile
11004,Coquimbo Unido,2023,Primera categoría,5.0,47.0,30.0,46.0,45.0,8100000.0,219000.0,Chile
11470,CD O'Higgins,2020,Primera categoría,12.0,31.0,25.0,30.0,33.0,9590000.0,282000.0,Chile
11470,CD O'Higgins,2021,Primera categoría,13.0,38.0,32.0,31.0,41.0,10050000.0,279000.0,Chile
11470,CD O'Higgins,2022,Primera categoría,8.0,44.0,30.0,31.0,31.0,9680000.0,312000.0,Chile
11470,CD O'Higgins,2023,Primera categoría,11.0,35.0,30.0,37.0,39.0,7530000.0,243000.0,Chile
13394,Magallanes,2022,Segunda categoría,1.0,72.0,32.0,61.0,23.0,4680000.0,146000.0,Chile
13394,Magallanes,2023,Primera categoría,15.0,29.0,30.0,36.0,49.0,6330000.0,176000.0,Chile
13554,Deportes Temuco,2020,Segunda categoría,10.0,32.0,23.0,26.0,28.0,6130000.0,153000.0,Chile
13554,Deportes Temuco,2021,Segunda categoría,3.0,49.0,30.0,42.0,29.0,4280000.0,110000.0,Chile
14723,CD Ñublense,2020,Segunda categoría,1.0,43.0,23.0,40.0,27.0,2980000.0,88000.0,Chile
14723,CD Ñublense,2022,Primera categoría,2.0,52.0,30.0,46.0,32.0,8250000.0,250000.0,Chile
17222,Deportes Antofagasta,2021,Primera categoría,6.0,47.0,32.0,34.0,36.0,10730000.0,275000.0,Chile
17222,Deportes Antofagasta,2022,Primera categoría,16.0,26.0,30.0,23.0,37.0,11500000.0,319000.0,Chile
18076,Deportes Iquique,2021,Segunda categoría,9.0,37.0,30.0,51.0,49.0,5880000.0,147000.0,Chile
18076,Deportes Iquique,2022,Segunda categoría,12.0,35.0,32.0,31.0,38.0,4650000.0,119000.0,Chile
19027,Curicó Unido,2020,Primera categoría,5.0,37.0,24.0,28.0,33.0,5700000.0,158000.0,Chile
19027,Curicó Unido,2021,Primera categoría,15.0,37.0,32.0,37.0,39.0,7480000.0,182000.0,Chile
19027,Curicó Unido,2022,Primera categoría,3.0,49.0,30.0,48.0,30.0,5350000.0,157000.0,Chile
19280,San Luis de Quillota,2020,Segunda categoría,13.0,24.0,23.0,22.0,29.0,5850000.0,122000.0,Chile
19280,San Luis de Quillota,2021,Segunda categoría,10.0,37.0,30.0,30.0,33.0,7330000.0,183000.0,Chile
20514,Unión La Calera,2020,Primera categoría,2.0,45.0,23.0,40.0,25.0,11180000.0,339000.0,Chile
20514,Unión La Calera,2021,Primera categoría,4.0,51.0,32.0,41.0,40.0,12550000.0,369000.0,Chile
20514,Unión La Calera,2022,Primera categoría,10.0,39.0,30.0,36.0,40.0,8430000.0,255000.0,Chile
20514,Unión La Calera,2023,Primera categoría,8.0,41.0,30.0,42.0,41.0,9280000.0,281000.0,Chile
20683,Deportes Santa Cruz,2020,Segunda categoría,15.0,18.0,23.0,23.0,44.0,2450000.0,72000.0,Chile
23162,San Marcos de Arica,2022,,,,,,,675000.0,29000.0,Chile
23162,San Marcos de Arica,2023,Segunda categoría,10.0,40.0,30.0,51.0,52.0,3240000.0,108000.0,Chile
2433,CSD Colo-Colo,2020,Primera categoría,18.0,22.0,24.0,25.0,36.0,27500000.0,640000.0,Chile
2433,CSD Colo-Colo,2021,Primera categoría,2.0,62.0,32.0,49.0,26.0,23030000.0,419000.0,Chile
2433,CSD Colo-Colo,2022,Primera categoría,1.0,63.0,30.0,54.0,17.0,15980000.0,432000.0,Chile
2433,CSD Colo-Colo,2023,Primera categoría,3.0,51.0,30.0,45.0,29.0,26550000.0,738000.0,Chile
32073,AC Barnechea,2022,Segunda categoría,8.0,44.0,32.0,47.0,43.0,3730000.0,96000.0,Chile
3277,CD Universidad Católica,2020,Primera categoría,1.0,49.0,24.0,52.0,25.0,18400000.0,472000.0,Chile
3277,CD Universidad Católica,2021,Primera categoría,1.0,68.0,32.0,65.0,34.0,17650000.0,519000.0,Chile
3277,CD Universidad Católica,2022,Primera categoría,6.0,45.0,30.0,41.0,38.0,19130000.0,425000.0,Chile
3277,CD Universidad Católica,2023,Primera categoría,7.0,42.0,30.0,48.0,43.0,18200000.0,520000.0,Chile
4321,Unión Española,2021,Primera categoría,5.0,48.0,32.0,48.0,50.0,14900000.0,414000.0,Chile
4321,Unión Española,2022,Primera categoría,11.0,37.0,30.0,37.0,44.0,9300000.0,258000.0,Chile
5622,Universidad de Concepción,2023,Segunda categoría,13.0,34.0,30.0,36.0,49.0,3700000.0,103000.0,Chile
5747,Deportes La Serena,2020,Primera categoría,13.0,31.0,25.0,26.0,29.0,7650000.0,201000.0,Chile
5747,Deportes La Serena,2021,Primera categoría,10.0,39.0,32.0,40.0,42.0,11730000.0,301000.0,Chile
5747,Deportes La Serena,2022,Primera categoría,15.0,27.0,30.0,28.0,56.0,6730000.0,187000.0,Chile
6363,Audax Italiano,2020,Primera categoría,15.0,29.0,26.0,36.0,41.0,3950000.0,127000.0,Chile
6363,Audax Italiano,2021,Primera categoría,3.0,54.0,32.0,39.0,31.0,8630000.0,270000.0,Chile
6363,Audax Italiano,2022,Primera categoría,7.0,45.0,30.0,44.0,42.0,7630000.0,196000.0,Chile
6363,Audax Italiano,2023,Primera categoría,13.0,35.0,30.0,36.0,43.0,8650000.0,270000.0,Chile
6368,CD Huachipato,2021,Primera categoría,16.0,37.0,32.0,36.0,41.0,8130000.000000001,220000.0,Chile
6368,CD Huachipato,2022,Primera categoría,12.0,35.0,30.0,32.0,46.0,8980000.0,264000.0,Chile
6368,CD Huachipato,2023,Primera categoría,1.0,57.0,30.0,48.0,30.0,8480000.0,273000.0,Chile
6536,CD Palestino,2020,Primera categoría,7.0,35.0,25.0,30.0,31.0,11630000.0,314000.0,Chile
6536,CD Palestino,2021,Primera categoría,8.0,41.0,32.0,48.0,50.0,13430000.0,373000.0,Chile
6536,CD Palestino,2022,Primera categoría,4.0,46.0,30.0,45.0,35.0,11750000.0,392000.0,Chile
6536,CD Palestino,2023,Primera categoría,4.0,49.0,30.0,46.0,40.0,10430000.0,348000.0,Chile
7020,CD Everton,2020,Primera categoría,11.0,32.0,26.0,30.0,31.0,12980000.0,393000.0,Chile
